_id,latitude,longitude,name,type
2095271,38.747223,-7.106111,San Francisco de Olivenza,location
409029,37.77493,-122.41942,San Francisco,location
377860,19.29518,-70.25543,San Francisco de Macorís,location
392181,21.01958,-101.85695,San Francisco del Rincón,location
368350,-31.42797,-62.08266,San Francisco,location
375276,9.99299,-84.12934,San Francisco,location
382376,14.95,-91.45,San Francisco El Alto,location
316321,37.61522,-122.39,San Francisco,airport
